ATM_ID,Location,DateTime,CashBalance,R10Notes,R20Notes,R50Notes,R100Notes,R200Notes,WithdrawalAmount,DepositAmount,Downtime
ATM004,Soweto Township,2026-08-01T09:20:00,79540.00,0,3,0,3,3,960.00,500.00,false
ATM004,Soweto Township,2026-08-01T13:00:00,78940.00,1,2,1,3,1,600.00,0.00,false
ATM004,Soweto Township,2026-08-01T17:15:00,79200.00,4,0,2,1,0,240.00,500.00,false
ATM004,Soweto Township,2026-08-02T09:10:00,78840.00,1,0,1,1,1,360.00,0.00,false
ATM004,Soweto Township,2026-08-02T13:45:00,79740.00,0,0,0,4,1,600.00,1500.00,false
ATM004,Soweto Township,2026-08-02T17:30:00,79780.00,1,0,1,7,1,960.00,1000.00,false
ATM004,Soweto Township,2026-08-03T09:15:00,78980.00,3,1,3,2,2,800.00,0.00,false
ATM004,Soweto Township,2026-08-03T13:15:00,79180.00,1,2,3,4,1,800.00,1000.00,false
ATM004,Soweto Township,2026-08-03T17:45:00,78380.00,1,2,5,1,2,800.00,0.00,false
ATM004,Soweto Township,2026-08-04T09:30:00,77780.00,1,2,3,2,1,600.00,0.00,false
ATM004,Soweto Township,2026-08-04T13:20:00,77680.00,1,2,3,4,0,600.00,500.00,false
ATM004,Soweto Township,2026-08-04T17:30:00,77980.00,0,0,0,2,0,200.00,500.00,false
ATM004,Soweto Township,2026-08-05T09:30:00,78080.00,2,4,2,2,0,400.00,500.00,false
ATM004,Soweto Township,2026-08-05T13:00:00,78780.00,0,0,0,2,3,800.00,1500.00,true
ATM004,Soweto Township,2026-08-05T17:20:00,79680.00,0,0,2,3,1,600.00,1500.00,false
ATM004,Soweto Township,2026-08-06T09:30:00,80580.00,1,2,1,3,1,600.00,1500.00,false
ATM004,Soweto Township,2026-08-06T13:15:00,81180.00,0,0,2,1,1,400.00,1000.00,false
ATM004,Soweto Township,2026-08-06T17:15:00,81480.00,0,0,0,0,1,200.00,500.00,false
ATM004,Soweto Township,2026-08-07T09:10:00,81380.00,0,0,0,2,2,600.00,500.00,false
ATM004,Soweto Township,2026-08-07T13:20:00,81080.00,1,2,1,2,0,300.00,0.00,false
ATM004,Soweto Township,2026-08-07T17:15:00,80780.00,1,2,3,6,0,800.00,500.00,false
ATM004,Soweto Township,2026-08-08T09:30:00,80300.00,1,1,3,3,0,480.00,0.00,false
ATM004,Soweto Township,2026-08-08T13:00:00,80700.00,0,5,2,2,1,600.00,1000.00,false
ATM004,Soweto Township,2026-08-08T17:10:00,80220.00,3,0,1,0,2,480.00,0.00,false
ATM004,Soweto Township,2026-08-09T09:20:00,79720.00,1,2,5,2,0,500.00,0.00,false
ATM004,Soweto Township,2026-08-09T13:45:00,79100.00,0,1,0,2,2,620.00,0.00,false
ATM004,Soweto Township,2026-08-09T17:20:00,79220.00,1,1,3,0,1,380.00,500.00,false
ATM004,Soweto Township,2026-08-10T09:45:00,79720.00,1,2,5,3,2,1000.00,1500.00,false
ATM004,Soweto Township,2026-08-10T13:15:00,79340.00,1,1,3,2,0,380.00,0.00,false
ATM004,Soweto Township,2026-08-10T17:20:00,78840.00,0,0,2,4,0,500.00,0.00,false
ATM004,Soweto Township,2026-08-11T09:45:00,79040.00,0,0,0,1,1,300.00,500.00,false
ATM004,Soweto Township,2026-08-11T13:00:00,79240.00,0,0,2,0,1,300.00,500.00,false
ATM004,Soweto Township,2026-08-11T17:00:00,78640.00,1,2,1,3,1,600.00,0.00,false
ATM004,Soweto Township,2026-08-12T09:30:00,79740.00,0,0,0,4,0,400.00,1500.00,false
ATM004,Soweto Township,2026-08-12T13:45:00,79440.00,3,1,1,2,0,300.00,0.00,false
ATM004,Soweto Township,2026-08-12T17:30:00,80140.00,0,0,0,8,0,800.00,1500.00,false
ATM004,Soweto Township,2026-08-13T09:10:00,79640.00,0,0,0,1,2,500.00,0.00,false
ATM004,Soweto Township,2026-08-13T13:00:00,80840.00,0,0,0,3,0,300.00,1500.00,false
ATM004,Soweto Township,2026-08-13T17:45:00,80340.00,0,0,0,5,0,500.00,0.00,false
ATM004,Soweto Township,2026-08-14T09:15:00,80740.00,1,2,1,5,0,600.00,1000.00,false
ATM004,Soweto Township,2026-08-14T13:15:00,81840.00,1,2,1,3,0,400.00,1500.00,false
ATM004,Soweto Township,2026-08-14T17:00:00,82040.00,0,0,2,5,1,800.00,1000.00,false
ATM004,Soweto Township,2026-08-15T09:10:00,81540.00,0,5,2,1,1,500.00,0.00,false
ATM004,Soweto Township,2026-08-15T13:00:00,82040.00,1,2,3,3,0,500.00,1000.00,false
ATM004,Soweto Township,2026-08-15T17:45:00,81720.00,3,2,3,2,2,820.00,500.00,false
ATM004,Soweto Township,2026-08-16T09:20:00,82360.00,1,0,3,2,0,360.00,1000.00,false
ATM004,Soweto Township,2026-08-16T13:00:00,81400.00,0,3,2,4,2,960.00,0.00,false
ATM004,Soweto Township,2026-08-16T17:20:00,80920.00,1,1,1,2,1,480.00,0.00,false
ATM004,Soweto Township,2026-08-17T09:20:00,80620.00,0,0,0,3,0,300.00,0.00,false
ATM004,Soweto Township,2026-08-17T13:45:00,80920.00,1,2,1,1,0,200.00,500.00,false
ATM004,Soweto Township,2026-08-17T17:00:00,80720.00,1,2,1,1,0,200.00,0.00,false
ATM004,Soweto Township,2026-08-18T09:10:00,80520.00,1,2,3,0,0,200.00,0.00,true
ATM004,Soweto Township,2026-08-18T13:45:00,80120.00,1,2,1,1,1,400.00,0.00,false
ATM004,Soweto Township,2026-08-18T17:00:00,79620.00,1,2,1,2,1,500.00,0.00,false
ATM004,Soweto Township,2026-08-19T09:00:00,79620.00,1,2,1,2,1,500.00,500.00,false
ATM004,Soweto Township,2026-08-19T13:20:00,79020.00,1,2,1,3,1,600.00,0.00,false
ATM004,Soweto Township,2026-08-19T17:15:00,78620.00,1,2,1,3,0,400.00,0.00,false
ATM004,Soweto Township,2026-08-20T09:20:00,78960.00,4,1,4,2,1,660.00,1000.00,false
ATM004,Soweto Township,2026-08-20T13:45:00,78470.00,2,1,1,9,0,990.00,500.00,false
ATM004,Soweto Township,2026-08-20T17:15:00,77150.00,1,3,5,4,3,1320.00,0.00,false
ATM004,Soweto Township,2026-08-21T09:00:00,76850.00,1,2,5,5,0,800.00,500.00,false
ATM004,Soweto Township,2026-08-21T13:10:00,76350.00,0,0,0,1,2,500.00,0.00,false
ATM004,Soweto Township,2026-08-21T17:00:00,75850.00,1,2,1,2,1,500.00,0.00,false
ATM004,Soweto Township,2026-08-22T09:10:00,74890.00,2,2,2,8,0,960.00,0.00,false
ATM004,Soweto Township,2026-08-22T13:45:00,74170.00,3,2,3,3,1,720.00,0.00,false
ATM004,Soweto Township,2026-08-22T17:00:00,75430.00,2,1,2,1,0,240.00,1500.00,false
ATM004,Soweto Township,2026-08-23T09:30:00,74830.00,3,1,1,3,1,600.00,0.00,false
ATM004,Soweto Township,2026-08-23T13:20:00,74970.00,2,2,0,3,0,360.00,500.00,false
ATM004,Soweto Township,2026-08-23T17:45:00,74250.00,0,1,2,2,2,720.00,0.00,false
ATM004,Soweto Township,2026-08-24T09:00:00,73450.00,0,0,2,7,0,800.00,0.00,false
ATM004,Soweto Township,2026-08-24T13:10:00,74650.00,1,2,3,1,0,300.00,1500.00,false
ATM004,Soweto Township,2026-08-24T17:30:00,74250.00,1,2,1,3,0,400.00,0.00,false
ATM004,Soweto Township,2026-08-25T09:30:00,75250.00,0,0,2,4,0,500.00,1500.00,false
ATM004,Soweto Township,2026-08-25T13:10:00,75090.00,1,5,1,3,1,660.00,500.00,false
ATM004,Soweto Township,2026-08-25T17:30:00,74430.00,2,2,2,3,1,660.00,0.00,false
ATM004,Soweto Township,2026-08-26T09:30:00,74030.00,3,1,1,1,1,400.00,0.00,false
ATM004,Soweto Township,2026-08-26T13:20:00,75130.00,0,0,0,2,1,400.00,1500.00,false
ATM004,Soweto Township,2026-08-26T17:10:00,74730.00,0,0,2,1,1,400.00,0.00,false
ATM004,Soweto Township,2026-08-27T09:00:00,74400.00,1,1,2,2,0,330.00,0.00,false
ATM004,Soweto Township,2026-08-27T13:00:00,73080.00,1,3,1,8,2,1320.00,0.00,false
ATM004,Soweto Township,2026-08-27T17:20:00,72420.00,1,0,1,4,1,660.00,0.00,false
ATM004,Soweto Township,2026-08-28T09:15:00,71930.00,0,2,3,4,2,990.00,500.00,false
ATM004,Soweto Township,2026-08-28T13:15:00,70940.00,2,1,3,4,2,990.00,0.00,false
ATM004,Soweto Township,2026-08-28T17:45:00,70280.00,1,5,1,5,0,660.00,0.00,false
ATM004,Soweto Township,2026-08-29T09:10:00,70560.00,0,1,4,3,1,720.00,1000.00,false
ATM004,Soweto Township,2026-08-29T13:30:00,70320.00,0,2,2,1,0,240.00,0.00,false
ATM004,Soweto Township,2026-08-29T17:30:00,69720.00,1,2,3,2,1,600.00,0.00,false
ATM004,Soweto Township,2026-08-30T09:15:00,68760.00,1,0,3,6,1,960.00,0.00,false
ATM004,Soweto Township,2026-08-30T13:20:00,68160.00,3,1,7,2,0,600.00,0.00,false
ATM004,Soweto Township,2026-08-30T17:10:00,68680.00,1,1,1,2,1,480.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-01T09:10:00,70380.00,0,1,0,1,0,120.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-01T13:15:00,69660.00,1,3,5,4,0,720.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-01T17:15:00,69060.00,4,3,0,5,0,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-02T09:15:00,69460.00,1,2,1,3,1,600.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-02T13:20:00,68860.00,1,7,1,2,1,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-02T17:30:00,68500.00,1,0,1,3,0,360.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-03T09:30:00,68200.00,3,1,3,1,0,300.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-03T13:00:00,68400.00,8,1,2,1,0,300.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-03T17:30:00,68900.00,1,2,5,2,0,500.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-04T09:10:00,68800.00,2,4,2,2,1,600.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-04T13:20:00,68700.00,0,0,2,0,0,100.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-04T17:15:00,68100.00,3,1,1,5,0,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-05T09:10:00,67800.00,0,0,0,3,0,300.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-05T13:00:00,69000.00,1,2,3,1,0,300.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-05T17:15:00,69700.00,1,2,1,0,1,300.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-06T09:00:00,69200.00,6,2,6,1,0,500.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-06T13:45:00,69500.00,1,2,1,1,0,200.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-06T17:10:00,70000.00,4,3,2,3,0,500.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-07T09:20:00,69900.00,1,2,1,0,0,100.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-07T13:00:00,69600.00,5,0,1,2,0,300.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-07T17:30:00,70000.00,0,0,2,0,0,100.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-08T09:10:00,71020.00,1,6,3,0,1,480.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-08T13:45:00,70780.00,1,4,1,1,0,240.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-08T17:20:00,71040.00,0,2,0,0,1,240.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-09T09:30:00,70420.00,2,5,2,2,1,620.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-09T13:00:00,71540.00,2,8,2,1,0,380.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-09T17:00:00,70790.00,4,3,5,4,0,750.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-10T09:45:00,70410.00,1,1,3,0,1,380.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-10T13:30:00,71530.00,2,3,0,1,1,380.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-10T17:00:00,72280.00,1,7,6,1,1,750.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-11T09:00:00,73080.00,0,0,0,2,0,200.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-11T13:20:00,72480.00,3,1,3,2,1,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-11T17:30:00,71980.00,2,4,4,2,0,500.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-12T09:20:00,72280.00,0,0,0,2,0,200.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-12T13:20:00,71880.00,3,1,1,3,0,400.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-12T17:45:00,71680.00,1,2,1,1,0,200.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-13T09:45:00,72480.00,1,2,3,0,0,200.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-13T13:00:00,73780.00,3,1,1,1,0,200.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-13T17:00:00,73680.00,0,0,0,1,0,100.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-14T09:45:00,74080.00,1,2,1,0,0,100.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-14T13:45:00,74680.00,4,3,2,2,0,400.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-14T17:15:00,74280.00,2,4,2,2,0,400.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-15T09:10:00,73620.00,2,2,8,2,0,660.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-15T13:00:00,73960.00,2,2,0,1,0,160.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-15T17:20:00,73140.00,3,2,3,4,1,820.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-16T09:15:00,72420.00,3,2,5,4,0,720.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-16T13:45:00,72060.00,2,2,4,1,0,360.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-16T17:00:00,72940.00,2,0,0,1,0,120.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-17T09:20:00,72540.00,1,2,3,0,1,400.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-17T13:15:00,72440.00,1,2,1,0,0,100.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-17T17:00:00,73340.00,3,6,1,2,1,600.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-18T09:30:00,74740.00,0,0,0,1,0,100.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-18T13:45:00,74140.00,3,1,3,4,0,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-18T17:00:00,74040.00,1,2,1,0,0,100.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-19T09:30:00,74740.00,1,2,1,2,0,300.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-19T13:00:00,75640.00,2,4,6,2,0,600.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-19T17:30:00,76840.00,0,0,2,0,1,300.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-20T09:20:00,76020.00,1,3,3,2,2,820.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-20T13:00:00,75360.00,2,2,2,5,0,660.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-20T17:45:00,75030.00,1,6,2,1,0,330.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-21T09:30:00,74830.00,3,1,3,0,0,200.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-21T13:20:00,74530.00,0,0,4,1,0,300.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-21T17:10:00,75530.00,3,6,3,2,0,500.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-22T09:45:00,74930.00,3,1,3,4,0,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-22T13:20:00,74570.00,1,0,1,1,1,360.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-22T17:20:00,75350.00,3,7,7,2,0,720.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-23T09:45:00,74630.00,1,3,5,2,1,720.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-23T13:10:00,74890.00,3,3,3,0,0,240.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-23T17:10:00,74170.00,3,2,5,4,0,720.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-24T09:30:00,74070.00,4,3,0,0,0,100.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-24T13:00:00,74970.00,1,7,1,2,1,600.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-24T17:10:00,75370.00,4,3,0,5,0,600.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-25T09:15:00,74870.00,1,2,3,3,0,500.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-25T13:45:00,74210.00,0,3,4,2,1,660.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-25T17:30:00,73710.00,1,2,1,2,1,500.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-26T09:20:00,74810.00,1,2,5,1,0,400.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-26T13:10:00,76110.00,1,2,1,1,0,200.00,1500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-26T17:20:00,76010.00,0,0,0,1,0,100.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-27T09:45:00,75680.00,2,3,3,1,0,330.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-27T13:15:00,76020.00,1,5,3,4,0,660.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-27T17:15:00,76690.00,0,4,1,2,0,330.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-28T09:30:00,77530.00,2,2,0,1,0,160.00,1000.00,false
ATM005,Johannesburg Taxi Rank,2026-08-28T13:00:00,76540.00,8,3,3,5,1,990.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-28T17:45:00,76040.00,0,5,2,1,1,500.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-29T09:00:00,75560.00,1,1,1,2,1,480.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-29T13:10:00,74960.00,3,1,3,4,0,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-29T17:15:00,74360.00,1,2,3,2,1,600.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-30T09:15:00,74240.00,3,2,1,0,0,120.00,0.00,false
ATM005,Johannesburg Taxi Rank,2026-08-30T13:45:00,74260.00,2,3,4,0,1,480.00,500.00,false
ATM005,Johannesburg Taxi Rank,2026-08-30T17:00:00,73780.00,1,1,1,4,0,480.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-01T09:00:00,65400.00,1,2,3,2,1,600.00,1000.00,false
ATM006,Johannesburg Taxi Rank,2026-08-01T13:20:00,65280.00,3,2,1,0,0,120.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-01T17:00:00,65040.00,2,1,2,1,0,240.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-02T09:00:00,65300.00,0,2,0,2,0,240.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-02T13:15:00,64820.00,2,3,2,3,0,480.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-02T17:20:00,64580.00,0,2,2,1,0,240.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-03T09:30:00,64280.00,1,2,3,1,0,300.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-03T13:45:00,63780.00,1,2,3,1,1,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-03T17:10:00,63580.00,1,2,1,1,0,200.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-04T09:10:00,63480.00,3,1,1,0,0,100.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-04T13:10:00,62980.00,0,5,2,1,1,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-04T17:15:00,62480.00,0,5,2,3,0,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-05T09:20:00,63480.00,1,2,1,2,1,500.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-05T13:00:00,63280.00,2,4,2,0,0,200.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-05T17:20:00,64180.00,2,4,8,1,0,600.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-06T09:15:00,64280.00,2,4,2,0,1,400.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-06T13:15:00,64180.00,1,2,1,5,0,600.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-06T17:00:00,63880.00,2,4,0,2,0,300.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-07T09:15:00,63880.00,2,4,2,3,0,500.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-07T13:45:00,63380.00,2,4,0,0,2,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-07T17:20:00,63480.00,3,1,3,0,1,400.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-08T09:20:00,63000.00,2,3,4,2,0,480.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-08T13:20:00,62400.00,4,3,4,3,0,600.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-08T17:20:00,61920.00,1,1,1,2,1,480.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-09T09:20:00,61670.00,1,2,2,1,0,250.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-09T13:20:00,60920.00,1,2,4,3,1,750.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-09T17:30:00,60540.00,2,3,4,1,0,380.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-10T09:45:00,61290.00,1,2,2,4,1,750.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-10T13:00:00,62670.00,3,2,1,0,0,120.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-10T17:30:00,63420.00,0,0,1,2,0,250.00,1000.00,false
ATM006,Johannesburg Taxi Rank,2026-08-11T09:30:00,64320.00,2,4,2,4,0,600.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-11T13:00:00,64920.00,1,2,1,3,0,400.00,1000.00,false
ATM006,Johannesburg Taxi Rank,2026-08-11T17:00:00,64520.00,1,2,1,3,0,400.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-12T09:10:00,64620.00,0,0,2,1,1,400.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-12T13:20:00,64520.00,1,2,1,0,0,100.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-12T17:15:00,64920.00,1,2,1,0,0,100.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-13T09:10:00,64320.00,2,4,6,2,0,600.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-13T13:45:00,64220.00,6,2,2,2,1,600.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-13T17:10:00,63820.00,3,1,3,2,0,400.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-14T09:20:00,63320.00,0,5,4,0,1,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-14T13:15:00,62820.00,1,2,1,2,1,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-14T17:45:00,62720.00,4,3,6,2,0,600.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-15T09:45:00,64060.00,2,2,2,0,0,160.00,1500.00,true
ATM006,Johannesburg Taxi Rank,2026-08-15T13:30:00,63400.00,3,4,3,2,1,660.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-15T17:45:00,63240.00,2,2,2,0,0,160.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-16T09:15:00,62640.00,2,4,4,3,0,600.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-16T13:30:00,62040.00,4,3,4,3,0,600.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-16T17:10:00,61560.00,1,1,3,3,0,480.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-17T09:30:00,61260.00,3,1,1,2,0,300.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-17T13:30:00,60760.00,2,4,2,3,0,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-17T17:15:00,60260.00,2,4,0,0,2,500.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-18T09:10:00,60160.00,0,0,0,1,0,100.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-18T13:10:00,60060.00,1,2,1,0,0,100.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-18T17:30:00,59760.00,1,2,3,1,0,300.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-19T09:20:00,59460.00,2,4,4,0,0,300.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-19T13:45:00,59160.00,3,1,3,1,0,300.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-19T17:45:00,59360.00,0,0,2,0,1,300.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-20T09:00:00,59030.00,2,3,3,1,0,330.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-20T13:15:00,59200.00,0,4,3,1,0,330.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-20T17:20:00,59040.00,1,0,3,0,0,160.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-21T09:20:00,58940.00,1,2,3,4,0,600.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-21T13:00:00,58840.00,3,1,1,0,0,100.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-21T17:00:00,59040.00,3,1,3,1,0,300.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-22T09:10:00,59320.00,0,6,2,1,2,720.00,1000.00,false
ATM006,Johannesburg Taxi Rank,2026-08-22T13:45:00,59080.00,3,3,1,1,0,240.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-22T17:10:00,60340.00,2,1,2,1,0,240.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-23T09:45:00,59860.00,1,6,3,2,0,480.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-23T13:10:00,59500.00,2,2,2,0,1,360.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-23T17:30:00,60380.00,3,2,1,0,0,120.00,1000.00,false
ATM006,Johannesburg Taxi Rank,2026-08-24T09:00:00,59780.00,1,2,5,1,1,600.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-24T13:30:00,61180.00,0,0,0,1,0,100.00,1500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-24T17:00:00,61180.00,3,1,5,2,0,500.00,500.00,false
ATM006,Johannesburg Taxi Rank,2026-08-25T09:30:00,60850.00,2,3,3,1,0,330.00,0.00,false
ATM006,Johannesburg Taxi Rank,2026-08-25T13:10:00,61520.00,0,4,3,1,0,330.00,1000.00,false
